,account length,international plan,voice mail plan,number vmail messages,total intl minutes,total intl calls,total intl charge,customer service calls,churn,avg_minutes,avg_calls,avg_call_duration,avg_charge,%_srv_intency,%_intl_srv_intensity
1786,116,no,no,0,8.2,5,2.21,0,False,198.43,106.33,1.87,17.58,0.0,0.0
1787,146,no,yes,31,7.8,2,2.11,1,False,204.5,92.0,2.22,20.86,1.09,50.0
1788,63,no,yes,34,12.3,5,3.32,1,False,191.67,104.33,1.84,17.99,0.96,20.0
1789,133,no,no,0,4.7,7,1.27,0,False,138.3,108.0,1.28,16.67,0.0,0.0
1790,125,no,no,0,9.2,3,2.48,2,False,202.47,115.33,1.76,19.84,1.73,66.67
1791,72,no,no,0,10.8,3,2.92,1,False,176.67,101.33,1.74,16.56,0.99,33.33
1792,130,no,no,0,6.1,6,1.65,0,False,188.53,102.67,1.84,16.54,0.0,0.0
1793,97,no,no,0,7.3,4,1.97,1,False,235.87,105.0,2.25,21.09,0.95,25.0
1794,54,no,no,0,11.5,5,3.11,1,True,237.83,96.0,2.48,25.62,1.04,20.0
1795,160,no,yes,29,15.2,4,4.1,1,False,183.73,120.0,1.53,18.63,0.83,25.0
1796,79,no,no,0,13.0,4,3.51,1,False,164.07,103.33,1.59,15.19,0.97,25.0
1797,92,no,yes,47,10.2,11,2.75,0,False,184.37,106.67,1.73,16.97,0.0,0.0
1798,59,no,no,0,12.0,4,3.24,1,False,222.1,94.0,2.36,21.8,1.06,25.0
1799,132,no,no,0,6.2,10,1.67,1,False,139.43,86.67,1.61,15.31,1.15,10.0
1800,21,no,no,0,10.7,4,2.89,0,False,230.13,104.67,2.2,22.99,0.0,0.0
1801,93,no,no,0,8.5,6,2.3,2,False,213.23,109.67,1.94,19.6,1.82,33.33
1802,147,no,yes,36,13.8,7,3.73,5,False,193.43,102.67,1.88,22.34,4.87,71.43
1803,101,no,no,0,8.5,5,2.3,1,False,215.63,91.0,2.37,20.48,1.1,20.0
1804,125,yes,no,0,9.6,2,2.59,0,True,203.93,113.67,1.79,19.12,0.0,0.0
1805,63,no,no,0,10.7,9,2.89,3,False,219.93,106.67,2.06,21.8,2.81,33.33
1806,107,no,no,0,11.7,6,3.16,0,False,184.8,103.67,1.78,20.09,0.0,0.0
1807,110,no,no,0,12.9,1,3.48,3,False,177.23,99.0,1.79,18.81,3.03,300.0
1808,83,no,no,0,12.4,2,3.35,3,False,219.7,96.67,2.27,22.33,3.1,150.0
1809,117,no,no,0,13.8,2,3.73,1,False,217.57,111.33,1.95,19.14,0.9,50.0
1810,124,no,no,0,11.9,5,3.21,0,False,220.83,124.0,1.78,21.24,0.0,0.0
1811,115,no,no,0,15.4,8,4.16,3,False,191.27,110.33,1.73,16.16,2.72,37.5
1812,156,yes,no,0,8.3,3,2.24,1,False,203.23,107.0,1.9,23.87,0.93,33.33
1813,89,no,no,0,6.1,3,1.65,0,False,175.13,103.0,1.7,18.07,0.0,0.0
1814,72,no,no,0,13.1,4,3.54,0,False,176.03,131.0,1.34,19.08,0.0,0.0
1815,101,no,yes,42,9.5,3,2.57,0,False,183.5,85.33,2.15,19.1,0.0,0.0
1816,53,no,no,0,18.4,3,4.97,2,False,180.77,113.0,1.6,18.72,1.77,66.67
1817,116,no,no,0,7.3,4,1.97,2,False,166.83,123.33,1.35,16.39,1.62,50.0
1818,78,no,no,0,11.8,3,3.19,3,False,205.7,126.0,1.63,17.61,2.38,100.0
1819,117,no,yes,17,4.4,4,1.19,0,False,217.2,89.67,2.42,21.23,0.0,0.0
1820,56,no,no,0,8.9,2,2.4,1,False,176.93,98.0,1.81,15.23,1.02,50.0
1821,123,no,yes,39,15.4,7,4.16,1,False,208.13,107.33,1.94,23.9,0.93,14.29
1822,127,no,no,0,8.8,4,2.38,2,False,169.2,98.0,1.73,16.64,2.04,50.0
1823,116,no,yes,23,11.8,3,3.19,2,False,223.23,101.0,2.21,22.44,1.98,66.67
1824,138,no,yes,26,15.0,3,4.05,1,False,203.43,100.33,2.03,20.03,1.0,33.33
1825,120,no,no,0,7.8,2,2.11,3,False,193.03,92.33,2.09,20.62,3.25,150.0
1826,102,no,no,0,7.7,2,2.08,3,False,184.17,120.33,1.53,18.68,2.49,150.0
1827,95,no,no,0,13.4,6,3.62,2,False,198.17,99.33,2.0,18.25,2.01,33.33
1828,102,no,no,0,9.9,2,2.67,2,False,167.57,80.67,2.08,16.79,2.48,100.0
1829,89,no,yes,25,10.6,10,2.86,1,False,191.53,108.67,1.76,20.21,0.92,10.0
1830,50,no,no,0,10.5,6,2.84,1,False,180.33,96.33,1.87,22.91,1.04,16.67
1831,93,no,yes,42,11.3,5,3.05,7,False,228.9,107.33,2.13,20.21,6.52,140.0
1832,68,no,no,0,15.1,11,4.08,1,False,181.97,117.0,1.56,19.16,0.85,9.09
1833,70,no,no,0,8.0,3,2.16,2,False,222.23,100.67,2.21,22.37,1.99,66.67
1834,138,no,yes,29,14.2,6,3.83,0,False,223.17,113.33,1.97,20.94,0.0,0.0
1835,141,no,yes,37,8.0,3,2.16,4,False,194.07,107.33,1.81,18.84,3.73,133.33
1836,112,no,yes,17,9.7,3,2.62,0,False,197.57,105.0,1.88,19.89,0.0,0.0
1837,117,yes,no,0,8.6,2,2.32,1,True,176.4,89.33,1.97,14.24,1.12,50.0
1838,1,no,yes,26,8.1,9,2.19,1,False,190.23,124.0,1.53,19.7,0.81,11.11
1839,70,no,no,0,13.2,4,3.56,1,False,185.1,100.67,1.84,18.96,0.99,25.0
1840,87,no,yes,22,7.1,3,1.92,2,False,180.43,107.67,1.68,19.17,1.86,66.67
1841,52,no,yes,21,5.3,3,1.43,2,False,153.1,102.67,1.49,16.46,1.95,66.67
1842,97,no,no,0,8.9,4,2.4,0,True,236.17,87.0,2.71,24.81,0.0,0.0
1843,105,no,no,0,16.2,3,4.37,2,False,195.17,84.67,2.31,18.05,2.36,66.67
1844,77,no,yes,28,11.5,3,3.11,4,True,195.97,97.67,2.01,17.74,4.1,133.33
1845,80,yes,no,0,13.9,3,3.75,2,True,227.1,110.0,2.06,21.08,1.82,66.67
1846,120,no,yes,43,11.5,4,3.11,1,False,171.43,101.33,1.69,17.46,0.99,25.0
1847,54,no,yes,39,12.5,8,3.38,2,False,161.13,102.33,1.57,16.05,1.95,25.0
1848,148,yes,no,0,8.6,3,2.32,2,False,168.4,107.67,1.56,15.88,1.86,66.67
1849,119,no,no,0,13.9,1,3.75,2,True,221.07,100.0,2.21,24.04,2.0,200.0
1850,162,no,yes,26,9.3,8,2.51,1,True,203.37,126.0,1.61,19.55,0.79,12.5
1851,85,no,no,0,10.9,3,2.94,5,True,166.6,117.67,1.42,16.94,4.25,166.67
1852,101,no,yes,25,14.5,3,3.92,1,False,183.9,118.67,1.55,16.52,0.84,33.33
1853,172,no,no,0,5.9,6,1.59,0,False,215.73,89.67,2.41,20.27,0.0,0.0
1854,80,no,no,0,5.5,4,1.49,1,False,212.9,107.67,1.98,20.13,0.93,25.0
1855,67,no,no,0,10.9,5,2.94,2,False,114.2,98.67,1.16,11.58,2.03,40.0
1856,86,no,no,0,9.7,5,2.62,1,False,204.3,86.0,2.38,20.37,1.16,20.0
1857,107,no,no,0,12.1,4,3.27,1,True,252.57,109.67,2.3,24.44,0.91,25.0
1858,133,no,no,0,11.2,7,3.02,0,False,207.4,98.33,2.11,23.11,0.0,0.0
1859,116,no,no,0,8.0,3,2.16,0,False,221.87,107.33,2.07,20.45,0.0,0.0
1860,63,no,no,0,7.4,7,2.0,0,False,228.9,97.33,2.35,22.74,0.0,0.0
1861,119,yes,yes,16,7.7,2,2.08,0,True,163.77,106.33,1.54,15.64,0.0,0.0
1862,133,yes,no,0,8.0,3,2.16,0,True,228.33,95.33,2.4,24.25,0.0,0.0
1863,94,yes,no,0,8.7,4,2.35,1,False,184.2,95.0,1.94,19.0,1.05,25.0
1864,69,no,no,0,11.4,5,3.08,0,False,220.13,79.33,2.77,21.52,0.0,0.0
1865,146,no,no,0,7.9,4,2.13,7,True,162.07,104.33,1.55,16.01,6.71,175.0
1866,119,no,no,0,8.9,1,2.4,2,True,182.93,104.67,1.75,15.03,1.91,200.0
1867,142,yes,yes,25,9.8,3,2.65,0,False,189.5,96.33,1.97,18.49,0.0,0.0
1868,123,no,no,0,8.3,2,2.24,3,False,209.57,87.0,2.41,21.04,3.45,150.0
1869,101,no,no,0,13.5,8,3.65,1,True,263.4,118.33,2.23,25.45,0.85,12.5
1870,43,no,no,0,8.0,5,2.16,0,False,219.83,112.33,1.96,20.73,0.0,0.0
1871,69,no,no,0,5.5,5,1.49,0,False,216.0,95.33,2.27,20.36,0.0,0.0
1872,15,yes,no,0,8.1,3,2.19,2,False,196.27,81.33,2.41,16.38,2.46,66.67
1873,107,no,yes,25,12.0,1,3.24,1,False,187.4,96.33,1.95,20.38,1.04,100.0
1874,67,no,no,0,4.9,3,1.32,2,False,196.77,114.0,1.73,18.57,1.75,66.67
1875,99,no,no,0,11.4,7,3.08,1,False,186.0,91.67,2.03,17.52,1.09,14.29
1876,46,no,no,0,8.1,1,2.19,1,False,198.83,129.33,1.54,18.4,0.77,100.0
1877,55,yes,no,0,9.7,4,2.62,1,False,207.27,109.67,1.89,20.74,0.91,25.0
1878,39,no,no,0,11.5,2,3.11,1,True,243.97,122.0,2.0,26.38,0.82,50.0
1879,92,no,no,0,9.4,7,2.54,2,False,172.1,125.33,1.37,15.9,1.6,28.57
1880,56,no,no,0,14.8,1,4.0,4,True,188.97,97.33,1.94,17.25,4.11,400.0
1881,76,no,no,0,7.7,2,2.08,0,True,248.2,99.0,2.51,25.68,0.0,0.0
1882,132,yes,yes,33,12.9,3,3.48,2,False,208.57,77.67,2.69,20.75,2.57,66.67
1883,140,no,yes,28,11.1,9,3.0,1,False,171.33,89.33,1.92,16.55,1.12,11.11
1884,51,yes,yes,12,12.3,7,3.32,2,False,176.27,97.33,1.81,16.27,2.05,28.57
1885,27,no,no,0,12.7,6,3.43,1,False,211.1,95.67,2.21,22.45,1.05,16.67
1886,224,no,no,0,5.5,6,1.49,3,False,167.87,101.67,1.65,14.53,2.95,50.0
1887,105,yes,yes,28,14.7,3,3.97,0,True,143.63,99.33,1.45,14.4,0.0,0.0
1888,117,no,no,0,12.0,4,3.24,2,False,186.23,89.0,2.09,20.12,2.25,50.0
1889,91,no,no,0,10.3,15,2.78,1,True,155.2,108.67,1.43,15.24,0.92,6.67
1890,135,no,no,0,10.3,3,2.78,4,False,182.47,89.0,2.05,20.57,4.49,133.33
1891,146,no,no,0,10.3,2,2.78,3,False,216.93,87.0,2.49,20.12,3.45,150.0
1892,147,yes,no,0,9.9,1,2.67,0,True,184.43,118.33,1.56,20.15,0.0,0.0
1893,68,no,no,0,8.9,6,2.4,2,True,259.2,114.33,2.27,25.47,1.75,33.33
1894,68,no,no,0,10.2,5,2.75,3,False,174.97,101.67,1.72,15.18,2.95,60.0
1895,86,no,yes,21,10.1,9,2.73,0,False,190.5,106.33,1.79,19.03,0.0,0.0
1896,131,no,no,0,9.9,5,2.67,1,False,211.3,109.67,1.93,19.25,0.91,20.0
1897,86,no,yes,29,12.9,3,3.48,1,False,231.2,101.0,2.29,22.29,0.99,33.33
1898,159,no,no,0,7.4,5,2.0,2,True,229.73,101.33,2.27,24.36,1.97,40.0
1899,134,no,yes,40,10.8,6,2.92,1,False,173.83,87.33,1.99,14.96,1.15,16.67
1900,113,no,no,0,9.9,1,2.67,1,False,224.73,93.33,2.41,22.16,1.07,100.0
1901,132,no,no,0,10.2,6,2.75,1,False,204.53,113.33,1.8,20.61,0.88,16.67
1902,85,no,no,0,11.2,7,3.02,1,False,209.23,74.67,2.8,20.79,1.34,14.29
1903,93,yes,yes,38,14.0,7,3.78,1,True,179.5,121.33,1.48,19.08,0.82,14.29
1904,174,no,yes,33,14.5,4,3.92,4,True,167.7,104.67,1.6,17.28,3.82,100.0
1905,61,no,no,0,7.0,3,1.89,2,False,190.3,102.33,1.86,18.83,1.95,66.67
1906,91,no,yes,39,10.9,4,2.94,1,False,126.47,104.33,1.21,13.64,0.96,25.0
1907,88,no,yes,28,9.8,1,2.65,2,False,213.17,108.33,1.97,20.7,1.85,200.0
1908,88,no,yes,45,12.8,3,3.46,2,False,180.93,121.33,1.49,13.53,1.65,66.67
1909,195,no,yes,36,12.1,2,3.27,0,False,219.5,95.67,2.29,22.53,0.0,0.0
1910,182,no,no,0,6.5,4,1.76,0,False,185.37,106.33,1.74,14.29,0.0,0.0
1911,118,no,no,0,8.2,7,2.21,4,False,208.77,74.67,2.8,20.16,5.36,57.14
1912,103,no,no,0,10.4,8,2.81,8,True,180.3,118.33,1.52,16.64,6.76,100.0
1913,65,no,no,0,5.5,4,1.49,2,False,172.97,93.0,1.86,17.64,2.15,50.0
1914,61,no,yes,25,9.9,3,2.67,3,False,137.0,102.67,1.33,14.49,2.92,100.0
1915,172,no,no,0,6.5,9,1.76,1,False,237.37,112.33,2.11,22.15,0.89,11.11
1916,72,no,no,0,11.8,3,3.19,1,False,183.57,106.33,1.73,17.34,0.94,33.33
1917,113,no,no,0,11.0,3,2.97,2,False,205.63,103.33,1.99,18.18,1.94,66.67
1918,177,no,no,0,14.2,2,3.83,1,False,197.23,109.33,1.8,19.13,0.91,50.0
1919,100,no,no,0,9.5,1,2.57,6,True,172.4,107.0,1.61,13.59,5.61,600.0
1920,67,no,no,0,8.6,6,2.32,1,False,206.9,101.0,2.05,20.83,0.99,16.67
1921,136,no,no,0,9.4,6,2.54,3,False,146.9,107.67,1.36,13.55,2.79,50.0
1922,71,no,no,0,9.7,8,2.62,4,False,189.2,112.67,1.68,20.97,3.55,50.0
1923,134,no,no,0,11.8,6,3.19,1,False,237.87,118.67,2.0,22.84,0.84,16.67
1924,124,no,no,0,11.3,2,3.05,1,False,240.53,100.67,2.39,20.11,0.99,50.0
1925,84,no,no,0,9.8,6,2.65,2,False,211.8,115.0,1.84,20.09,1.74,33.33
1926,39,no,no,0,9.8,4,2.65,2,False,184.83,102.67,1.8,17.46,1.95,50.0
1927,110,no,no,0,15.3,3,4.13,3,False,142.93,103.0,1.39,15.47,2.91,100.0
1928,102,no,no,0,11.2,5,3.02,1,False,173.07,97.0,1.78,15.75,1.03,20.0
1929,70,no,no,0,11.6,4,3.13,0,False,198.5,118.67,1.67,18.37,0.0,0.0
1930,142,no,no,0,10.9,1,2.94,1,False,189.5,95.67,1.98,17.37,1.05,100.0
1931,81,yes,no,0,7.8,5,2.11,1,False,186.27,88.67,2.1,21.33,1.13,20.0
1932,17,no,no,0,8.6,5,2.32,1,False,230.23,103.33,2.23,19.95,0.97,20.0
1933,119,no,no,0,10.0,2,2.7,1,True,248.57,86.0,2.89,25.44,1.16,50.0
1934,105,no,no,0,8.7,3,2.35,0,True,261.87,109.67,2.39,27.53,0.0,0.0
1935,108,yes,yes,42,13.6,5,3.67,3,True,180.6,99.33,1.82,15.78,3.02,60.0
1936,90,no,no,0,11.4,3,3.08,2,False,134.63,119.0,1.13,11.82,1.68,66.67
1937,100,no,yes,33,12.1,4,3.27,1,False,157.57,121.67,1.3,18.27,0.82,25.0
1938,155,no,yes,30,6.8,6,1.84,1,False,190.43,87.33,2.18,16.44,1.15,16.67
1939,113,no,no,0,9.2,4,2.48,2,True,177.97,100.67,1.77,16.4,1.99,50.0
1940,123,no,no,0,8.7,4,2.35,1,False,195.03,89.67,2.17,18.12,1.12,25.0
1941,145,no,no,0,7.6,3,2.05,1,False,204.8,115.0,1.78,19.19,0.87,33.33
1942,42,no,no,0,8.8,3,2.38,2,False,221.4,94.0,2.36,20.32,2.13,66.67
1943,125,no,no,0,10.9,7,2.94,0,False,195.83,99.33,1.97,18.18,0.0,0.0
1944,131,no,yes,30,6.7,3,1.81,1,False,199.17,96.33,2.07,18.95,1.04,33.33
1945,107,no,no,0,8.5,3,2.3,1,False,198.37,77.67,2.55,21.96,1.29,33.33
1946,48,no,no,0,5.1,5,1.38,1,False,182.47,87.0,2.1,19.17,1.15,20.0
1947,76,no,no,0,8.0,4,2.16,0,False,209.43,98.67,2.12,20.0,0.0,0.0
1948,128,no,no,0,6.8,2,1.84,1,False,215.57,108.33,1.99,19.13,0.92,50.0
1949,73,no,no,0,10.0,8,2.7,0,False,202.47,94.33,2.15,19.24,0.0,0.0
1950,52,no,no,0,7.0,4,1.89,4,True,154.83,99.33,1.56,15.2,4.03,100.0
1951,126,yes,yes,26,9.6,7,2.59,1,False,153.43,113.0,1.36,14.64,0.88,14.29
1952,124,no,no,0,6.1,6,1.65,1,False,196.23,109.0,1.8,19.11,0.92,16.67
1953,137,no,no,0,11.1,5,3.0,0,False,218.57,116.67,1.87,21.54,0.0,0.0
1954,71,no,no,0,11.8,10,3.19,0,True,236.53,103.33,2.29,24.27,0.0,0.0
1955,139,no,no,0,5.6,4,1.51,0,False,203.97,93.67,2.18,20.74,0.0,0.0
1956,107,no,yes,30,12.6,4,3.4,3,False,188.57,84.33,2.24,19.53,3.56,75.0
1957,147,no,no,0,10.2,2,2.75,1,False,191.03,94.33,2.03,20.19,1.06,50.0
1958,116,no,no,0,12.4,2,3.35,3,False,129.23,94.67,1.37,13.14,3.17,150.0
1959,60,no,yes,31,12.8,3,3.46,2,False,220.03,90.67,2.43,21.46,2.21,66.67
1960,38,no,no,0,13.9,11,3.75,0,False,120.5,87.67,1.37,12.29,0.0,0.0
1961,63,no,no,0,11.1,4,3.0,3,False,176.3,97.33,1.81,16.14,3.08,75.0
1962,94,no,no,0,10.4,3,2.81,3,False,200.67,107.67,1.86,16.75,2.79,100.0
1963,131,no,no,0,10.1,5,2.73,0,False,151.63,118.0,1.28,14.18,0.0,0.0
1964,158,no,no,0,11.0,6,2.97,1,False,184.17,97.0,1.9,18.13,1.03,16.67
1965,139,no,no,0,11.1,2,3.0,1,True,206.27,111.33,1.85,21.4,0.9,50.0
1966,77,no,no,0,2.0,7,0.54,1,False,196.2,111.67,1.76,18.35,0.9,14.29
1967,140,no,no,0,9.4,10,2.54,3,False,182.63,100.67,1.81,16.9,2.98,30.0
1968,72,no,no,0,8.0,6,2.16,1,False,178.63,98.67,1.81,17.88,1.01,16.67
1969,52,no,yes,20,13.5,2,3.65,1,False,196.77,97.67,2.01,16.86,1.02,50.0
1970,103,no,no,0,13.0,3,3.51,5,False,196.3,105.67,1.86,18.67,4.73,166.67
1971,74,no,yes,32,9.0,4,2.43,1,False,239.97,104.67,2.29,22.21,0.96,25.0
1972,124,no,no,0,12.5,4,3.38,2,False,180.97,91.67,1.97,17.82,2.18,50.0
1973,85,no,yes,21,6.3,1,1.7,5,False,224.13,99.33,2.26,25.08,5.03,500.0
1974,113,no,yes,20,8.7,2,2.35,5,True,196.93,79.67,2.47,17.59,6.28,250.0
1975,71,no,no,0,7.0,2,1.89,2,False,153.9,98.0,1.57,14.79,2.04,100.0
1976,177,no,yes,27,10.4,2,2.81,1,False,213.9,97.33,2.2,21.83,1.03,50.0
1977,49,yes,no,0,15.6,6,4.21,2,True,204.83,99.0,2.07,21.91,2.02,33.33
1978,106,yes,no,0,13.3,3,3.59,3,True,178.83,82.33,2.17,18.79,3.64,100.0
1979,60,no,no,0,7.4,3,2.0,1,False,200.8,81.33,2.47,20.63,1.23,33.33
1980,43,no,no,0,12.7,2,3.43,4,False,211.3,99.0,2.13,18.79,4.04,200.0
1981,66,no,no,0,5.3,5,1.43,1,False,193.5,118.0,1.64,16.93,0.85,20.0
1982,125,no,no,0,15.7,4,4.24,0,False,204.1,84.33,2.42,19.42,0.0,0.0
1983,114,no,yes,4,9.4,3,2.54,3,False,198.47,89.67,2.21,17.89,3.35,100.0
1984,112,no,no,0,16.4,5,4.43,3,True,219.23,102.33,2.14,24.24,2.93,60.0
1985,101,no,yes,16,8.2,5,2.21,2,False,175.77,106.67,1.65,15.91,1.87,40.0
1986,70,no,no,0,12.1,1,3.27,0,False,100.3,90.67,1.11,6.66,0.0,0.0
1987,59,no,no,0,10.2,4,2.75,0,False,155.1,108.33,1.43,15.86,0.0,0.0
1988,59,no,no,0,12.1,2,3.27,1,False,182.8,98.67,1.85,16.96,1.01,50.0
1989,124,no,yes,30,12.0,7,3.24,2,False,211.1,72.67,2.9,19.02,2.75,28.57
1990,99,no,no,0,12.4,4,3.35,2,False,193.83,103.67,1.87,17.4,1.93,50.0
1991,150,no,no,0,12.6,3,3.4,1,False,188.47,104.33,1.81,18.42,0.96,33.33
1992,81,no,no,0,7.6,3,2.05,2,False,184.4,88.0,2.1,19.48,2.27,66.67
1993,86,no,no,0,4.5,3,1.22,0,False,232.2,94.33,2.46,23.01,0.0,0.0
1994,84,no,no,0,10.6,7,2.86,0,False,141.77,86.67,1.64,15.55,0.0,0.0
1995,118,no,yes,35,11.7,1,3.16,1,False,243.3,113.33,2.15,25.07,0.88,100.0
1996,89,no,no,0,7.6,3,2.05,1,False,221.6,113.33,1.96,21.46,0.88,33.33
1997,93,no,no,0,13.1,6,3.54,3,False,187.3,89.0,2.1,21.25,3.37,50.0
1998,85,no,no,0,9.7,3,2.62,2,False,154.07,93.33,1.65,13.55,2.14,66.67
1999,160,no,no,0,10.9,9,2.94,0,False,145.43,88.33,1.65,12.58,0.0,0.0
2000,28,no,no,0,10.1,3,2.73,3,False,174.1,97.0,1.79,17.0,3.09,100.0
2001,73,no,no,0,10.7,14,2.89,1,True,226.27,109.33,2.07,24.49,0.91,7.14
2002,156,no,no,0,12.9,5,3.48,3,False,206.37,109.33,1.89,19.04,2.74,60.0
2003,33,yes,no,0,13.0,6,3.51,1,False,180.73,113.33,1.59,18.23,0.88,16.67
2004,77,no,no,0,17.8,3,4.81,4,False,208.6,88.0,2.37,19.43,4.55,133.33
2005,119,no,no,0,11.1,7,3.0,1,False,178.3,92.0,1.94,16.31,1.09,14.29
2006,91,no,yes,27,6.6,2,1.78,3,False,183.7,90.33,2.03,18.6,3.32,150.0
2007,102,no,no,0,6.2,6,1.67,3,False,221.3,99.33,2.23,23.16,3.02,50.0
2008,86,no,yes,33,11.9,4,3.21,3,False,186.07,101.33,1.84,21.72,2.96,75.0
2009,82,no,no,0,8.3,4,2.24,0,False,164.67,101.0,1.63,15.3,0.0,0.0
2010,89,no,no,0,12.7,7,3.43,0,False,155.47,120.0,1.3,13.94,0.0,0.0
2011,86,no,no,0,9.3,7,2.51,3,False,193.33,105.33,1.84,19.37,2.85,42.86
2012,134,no,no,0,6.1,2,1.65,1,False,156.0,102.67,1.52,16.33,0.97,50.0
2013,92,no,no,0,10.8,2,2.92,2,False,183.23,90.0,2.04,18.97,2.22,100.0
2014,87,no,no,0,13.7,3,3.7,3,False,179.97,93.33,1.93,18.08,3.21,100.0
2015,64,no,no,0,13.8,4,3.73,0,False,185.07,95.33,1.94,21.21,0.0,0.0
2016,80,no,no,0,9.2,5,2.48,3,False,213.33,99.0,2.15,21.5,3.03,60.0
2017,165,no,yes,39,9.5,4,2.57,3,False,177.57,106.67,1.66,17.27,2.81,75.0
2018,153,no,yes,22,7.5,11,2.03,1,False,206.13,104.0,1.98,19.56,0.96,9.09
2019,41,no,yes,30,11.1,4,3.0,1,False,178.03,96.0,1.85,18.57,1.04,25.0
2020,108,no,no,0,5.2,1,1.4,2,False,229.17,90.0,2.55,23.39,2.22,200.0
2021,104,no,yes,26,11.1,4,3.0,1,False,188.87,104.33,1.81,18.76,0.96,25.0
2022,115,no,no,0,10.6,7,2.86,1,False,161.17,83.0,1.94,15.01,1.2,14.29
2023,87,no,no,0,13.4,3,3.62,1,False,164.73,101.0,1.63,17.29,0.99,33.33
2024,159,no,yes,23,12.6,3,3.4,2,False,177.27,90.67,1.96,17.27,2.21,66.67
2025,119,no,no,0,13.4,3,3.62,2,False,176.33,120.33,1.47,16.96,1.66,66.67
2026,69,no,no,0,14.1,6,3.81,1,False,201.27,109.33,1.84,18.05,0.91,16.67
2027,87,yes,yes,36,10.8,3,2.92,1,False,194.87,112.33,1.73,18.38,0.89,33.33
2028,93,no,no,0,8.7,3,2.35,1,True,261.1,103.0,2.53,27.44,0.97,33.33
2029,154,yes,no,0,14.4,10,3.89,0,True,178.33,105.33,1.69,16.88,0.0,0.0
2030,57,no,yes,37,11.8,1,3.19,1,False,211.83,102.67,2.06,21.65,0.97,100.0
2031,130,no,no,0,11.4,9,3.08,5,False,197.43,101.67,1.94,17.96,4.92,55.56
2032,151,no,no,0,13.2,10,3.56,2,False,197.33,84.67,2.33,17.55,2.36,20.0
2033,162,no,no,0,10.4,4,2.81,2,True,249.1,74.33,3.35,24.0,2.69,50.0
2034,60,no,no,0,14.6,2,3.94,1,False,227.53,112.33,2.03,19.07,0.89,50.0
2035,81,no,no,0,8.7,3,2.35,3,False,235.33,76.33,3.08,22.93,3.93,100.0
2036,132,no,no,0,8.0,6,2.16,3,False,184.63,109.33,1.69,20.72,2.74,50.0
2037,86,no,no,0,6.7,8,1.81,1,False,160.87,108.33,1.48,13.94,0.92,12.5
2038,136,no,no,0,10.1,8,2.73,1,True,252.03,104.33,2.42,25.64,0.96,12.5
2039,121,no,yes,21,10.6,2,2.86,1,False,176.13,105.0,1.68,15.98,0.95,50.0
2040,105,no,yes,15,9.7,1,2.62,2,False,177.97,117.33,1.52,14.03,1.7,200.0
2041,105,no,yes,34,9.9,4,2.67,2,False,188.77,79.33,2.38,20.22,2.52,50.0
2042,51,no,yes,26,11.2,8,3.02,1,False,227.1,83.0,2.74,23.6,1.2,12.5
2043,64,no,no,0,6.4,5,1.73,3,False,159.93,103.0,1.55,14.94,2.91,60.0
2044,80,yes,yes,30,10.0,10,2.7,0,False,188.17,118.33,1.59,18.38,0.0,0.0
2045,56,no,no,0,13.6,4,3.67,4,False,200.5,105.33,1.9,22.0,3.8,100.0
2046,120,no,no,0,11.1,5,3.0,1,False,197.23,101.67,1.94,17.67,0.98,20.0
2047,103,no,no,0,12.2,4,3.29,3,False,202.43,111.0,1.82,20.12,2.7,75.0
2048,164,no,yes,27,9.6,9,2.59,3,False,190.87,114.0,1.67,17.49,2.63,33.33
2049,116,no,yes,27,7.0,2,1.89,2,False,209.0,92.0,2.27,20.73,2.17,100.0
2050,121,no,no,0,7.5,4,2.03,1,False,192.77,99.0,1.95,19.17,1.01,25.0
2051,55,yes,no,0,8.2,6,2.21,1,False,220.1,103.33,2.13,23.43,0.97,16.67
2052,183,no,no,0,9.7,6,2.62,2,False,181.6,105.33,1.72,15.88,1.9,33.33
2053,104,no,no,0,13.0,4,3.51,0,False,200.3,121.33,1.65,23.13,0.0,0.0
2054,90,no,no,0,7.1,2,1.92,1,False,158.03,108.33,1.46,15.8,0.92,50.0
2055,82,no,no,0,13.5,3,3.65,1,False,155.8,95.67,1.63,16.95,1.05,33.33
2056,101,no,no,0,13.3,7,3.59,3,False,184.67,106.0,1.74,16.93,2.83,42.86
2057,9,no,yes,16,11.5,3,3.11,2,False,165.33,97.0,1.7,13.51,2.06,66.67
2058,97,no,no,0,12.1,9,3.27,0,False,245.83,84.67,2.9,23.26,0.0,0.0
2059,94,no,no,0,8.9,2,2.4,3,True,240.2,103.0,2.33,24.61,2.91,150.0
2060,127,no,yes,25,7.3,5,1.97,0,False,232.0,90.33,2.57,22.49,0.0,0.0
2061,125,no,yes,34,10.3,3,2.78,0,False,202.73,107.33,1.89,23.27,0.0,0.0
2062,140,no,no,0,10.3,4,2.78,1,False,216.43,108.67,1.99,19.97,0.92,25.0
2063,90,no,no,0,10.1,5,2.73,2,False,165.07,128.33,1.29,13.9,1.56,40.0
2064,67,no,no,0,9.2,3,2.48,2,False,193.4,85.33,2.27,17.28,2.34,66.67
2065,113,no,no,0,12.2,6,3.29,1,False,190.5,81.0,2.35,19.49,1.23,16.67
2066,121,no,yes,26,15.1,5,4.08,0,False,214.83,101.0,2.13,20.16,0.0,0.0
